hour,is_weekend,weather,road_type,avg_speed,cars,motorcycles,buses,trucks,total_vehicles
18,0,Rain,Suburban,46,56,10,7,6,62
17,0,Clear,Suburban,20,51,24,4,2,76
23,0,Clear,Urban,57,16,10,4,4,49
17,1,Clear,Highway,52,36,10,5,5,60
13,0,Rain,Urban,60,25,11,3,2,18
22,0,Clear,Highway,72,24,11,4,3,37
1,1,Clear,Suburban,78,3,2,1,1,7
22,0,Clear,Suburban,72,19,11,1,2,23
11,1,Clear,Highway,60,14,6,1,4,21
9,0,Clear,Urban,21,35,22,3,4,82
19,0,Fog,Urban,40,37,19,5,3,46
9,1,Clear,Urban,51,40,13,7,4,56
12,0,Clear,Urban,51,17,8,2,2,48
6,0,Fog,Urban,65,18,13,3,2,13
8,0,Rain,Highway,58,47,15,4,3,62
16,1,Clear,Urban,65,14,10,4,4,19
1,0,Rain,Highway,60,3,4,1,1,14
20,0,Clear,Suburban,71,12,5,2,2,25
7,0,Clear,Suburban,22,37,15,5,3,72
17,0,Clear,Suburban,36,37,10,7,5,89
10,0,Clear,Suburban,58,28,10,2,3,48
22,1,Clear,Highway,75,12,11,3,2,23
18,0,Rain,Suburban,42,37,15,4,5,45
10,1,Clear,Urban,84,23,5,1,2,21
7,0,Fog,Urban,75,44,16,7,3,31
1,1,Clear,Urban,65,8,2,0,1,6
15,1,Clear,Urban,88,14,6,2,2,24
22,1,Clear,Suburban,88,20,13,1,3,33
11,1,Clear,Suburban,71,23,11,1,2,22
13,0,Clear,Urban,50,17,9,3,2,42
17,0,Clear,Highway,23,30,11,7,2,92
12,1,Clear,Suburban,85,15,6,4,4,18
15,1,Clear,Highway,82,12,8,1,4,25
21,0,Clear,Highway,64,25,10,3,3,37
12,1,Clear,Suburban,88,20,11,2,2,34
12,0,Clear,Highway,74,29,14,2,3,20
8,1,Clear,Urban,52,42,11,6,6,66
23,1,Clear,Highway,83,20,8,4,4,15
2,0,Clear,Suburban,65,7,4,0,1,18
19,1,Clear,Urban,50,35,10,7,4,60
14,0,Clear,Highway,61,24,11,3,3,24
15,1,Clear,Urban,76,16,6,1,2,20
8,0,Fog,Suburban,55,36,19,5,5,52
1,1,Clear,Urban,67,4,3,0,2,3
19,0,Clear,Highway,20,59,21,5,4,93
1,0,Clear,Suburban,63,11,2,0,2,6
7,0,Rain,Urban,56,58,21,5,4,70
23,0,Fog,Urban,74,14,8,3,2,20
7,1,Rain,Suburban,60,33,17,3,3,40
11,0,Clear,Highway,42,20,10,4,2,48
22,0,Clear,Urban,76,14,10,2,2,22
3,0,Clear,Suburban,86,11,3,0,1,10
6,0,Fog,Urban,74,12,10,1,4,27
21,0,Clear,Highway,67,24,5,2,3,37
20,1,Rain,Urban,84,12,10,3,4,18
12,1,Rain,Suburban,63,16,14,3,4,16
21,1,Rain,Urban,74,19,12,4,4,18
10,0,Fog,Urban,89,16,13,4,3,21
17,1,Rain,Highway,43,29,12,3,2,50
5,0,Clear,Highway,89,10,2,0,1,7
16,1,Rain,Urban,75,13,9,2,2,14
19,0,Clear,Suburban,59,44,19,3,2,67
17,0,Rain,Urban,49,39,23,5,2,44
10,0,Clear,Highway,56,24,12,3,2,43
11,1,Fog,Urban,60,12,7,3,4,14
1,0,Clear,Suburban,61,4,4,0,2,16
15,1,Clear,Highway,72,16,8,1,4,33
5,0,Rain,Highway,60,9,2,0,2,13
2,1,Clear,Urban,85,8,2,0,1,12
12,1,Clear,Urban,74,10,6,2,2,18
11,0,Clear,Highway,68,15,6,4,2,25
14,0,Clear,Suburban,89,27,6,4,3,20
7,1,Clear,Highway,52,28,17,7,5,49
19,0,Clear,Highway,37,30,16,7,6,92
4,0,Clear,Highway,83,9,2,1,2,18
1,1,Clear,Highway,83,4,3,1,1,7
1,0,Clear,Urban,85,8,3,1,2,19
7,0,Rain,Suburban,43,50,24,4,4,59
2,1,Clear,Suburban,67,4,2,0,1,4
6,1,Clear,Highway,70,16,10,4,3,23
3,0,Clear,Urban,89,5,1,1,2,14
1,0,Clear,Highway,87,10,2,1,1,5
6,1,Clear,Suburban,72,9,5,2,3,24
5,0,Fog,Urban,71,3,4,0,2,5
16,0,Rain,Highway,89,28,6,3,2,16
0,1,Clear,Urban,71,4,1,1,1,5
9,1,Fog,Suburban,70,40,22,4,3,29
3,1,Clear,Suburban,68,5,1,1,1,3
1,0,Clear,Urban,79,6,3,0,2,18
13,1,Rain,Highway,77,20,12,1,4,20
0,0,Clear,Highway,76,8,3,0,2,10
17,0,Clear,Suburban,31,43,10,7,6,72
10,0,Clear,Urban,89,28,9,1,3,30
18,0,Clear,Highway,23,49,18,7,4,85
10,0,Clear,Urban,44,15,13,1,4,42
13,0,Clear,Highway,73,27,5,1,3,36
4,0,Clear,Highway,80,10,3,1,1,5
4,0,Clear,Highway,87,4,4,1,1,11
23,0,Clear,Suburban,47,22,13,4,4,42
17,1,Clear,Urban,59,47,24,3,4,46
23,0,Clear,Urban,87,23,7,2,4,32
6,0,Clear,Highway,41,26,9,4,2,44
20,0,Rain,Urban,84,19,6,3,3,23
13,0,Clear,Urban,63,14,10,1,3,24
6,0,Clear,Suburban,53,15,6,1,3,41
4,0,Clear,Suburban,80,4,4,0,2,7
9,0,Rain,Urban,33,30,24,4,5,79
11,0,Rain,Highway,85,12,9,2,3,30
15,0,Clear,Suburban,61,16,7,2,2,24
10,0,Rain,Highway,66,17,11,3,4,35
10,0,Clear,Urban,67,18,8,3,3,25
15,0,Clear,Suburban,76,21,12,3,3,27
15,0,Clear,Highway,72,18,14,3,4,28
0,0,Clear,Urban,78,10,3,1,2,11
20,0,Rain,Suburban,63,26,10,4,3,28
5,1,Fog,Highway,85,2,2,1,1,6
19,0,Rain,Urban,51,58,13,3,5,46
6,1,Clear,Highway,82,15,13,2,3,20
7,0,Clear,Urban,24,50,13,7,3,72
20,0,Clear,Suburban,50,14,5,2,2,49
0,1,Clear,Highway,79,4,4,0,2,9
14,1,Rain,Highway,72,19,13,3,3,17
20,1,Clear,Urban,61,11,13,4,2,27
23,0,Clear,Urban,65,15,11,4,3,36
13,0,Clear,Suburban,48,18,9,2,3,46
7,0,Clear,Suburban,34,48,16,7,5,94
15,1,Clear,Highway,64,18,5,3,4,22
0,0,Clear,Suburban,83,3,4,1,1,18
10,1,Clear,Highway,84,9,13,2,3,18
22,0,Clear,Suburban,81,28,7,2,3,22
10,0,Rain,Urban,89,22,5,2,2,29
8,1,Clear,Urban,59,24,17,7,2,51
15,1,Clear,Highway,67,11,12,3,4,20
4,1,Rain,Urban,66,5,3,1,1,4
19,1,Clear,Urban,68,29,18,5,4,37
15,0,Clear,Urban,62,14,6,2,2,30
23,0,Clear,Urban,68,28,11,4,4,21
18,1,Clear,Urban,50,40,12,3,6,52
17,1,Rain,Urban,48,36,13,3,5,46
16,1,Clear,Suburban,68,12,14,1,4,17
13,1,Clear,Highway,65,20,5,2,3,17
0,0,Rain,Urban,67,9,4,0,2,12
8,1,Clear,Suburban,48,41,18,5,5,49
11,0,Fog,Highway,76,24,9,1,3,19
6,0,Clear,Urban,71,28,14,4,3,33
23,0,Clear,Urban,60,29,10,3,3,32
18,0,Rain,Highway,51,51,24,5,4,60
22,0,Clear,Suburban,67,16,7,3,2,37
5,1,Clear,Suburban,67,2,4,1,2,11
11,1,Rain,Urban,79,16,13,3,3,14
13,1,Clear,Urban,72,20,12,2,2,23
13,0,Clear,Urban,77,18,9,4,2,20
18,0,Clear,Suburban,38,33,13,3,5,72
13,1,Clear,Urban,62,21,7,2,4,28
21,0,Fog,Urban,72,18,12,1,3,14
4,0,Clear,Highway,66,6,2,1,1,8
22,0,Clear,Urban,79,13,14,4,4,28
22,0,Clear,Suburban,65,19,14,1,4,31
18,0,Clear,Urban,30,46,10,3,3,77
16,0,Clear,Suburban,41,18,14,2,3,43
21,0,Clear,Urban,86,26,14,3,4,20
9,1,Clear,Urban,42,46,23,3,2,58
21,1,Rain,Urban,77,10,13,3,3,20
18,0,Clear,Urban,30,40,13,4,2,98
6,1,Clear,Urban,79,15,13,1,2,24
15,0,Clear,Highway,46,13,7,1,4,47
6,0,Clear,Urban,46,15,7,2,3,44
14,1,Clear,Highway,71,10,11,4,4,27
5,1,Clear,Urban,69,3,3,1,2,11
18,0,Fog,Suburban,40,34,12,5,4,48
2,0,Fog,Urban,82,10,1,1,2,3
16,0,Clear,Urban,40,21,13,1,2,44
22,0,Clear,Urban,73,18,9,2,4,25
22,1,Clear,Urban,60,17,9,2,4,23
17,1,Rain,Urban,53,30,20,5,4,46
3,0,Rain,Highway,80,6,1,0,1,14
22,0,Clear,Highway,78,13,7,1,2,31
20,0,Clear,Urban,77,24,5,1,3,38
19,1,Clear,Suburban,40,43,23,5,5,58
6,1,Clear,Suburban,72,17,6,1,3,25
0,1,Clear,Urban,86,3,1,0,2,4
7,0,Fog,Suburban,60,43,19,3,5,40
17,0,Clear,Suburban,34,59,23,5,4,80
0,0,Rain,Suburban,86,8,2,0,1,15
15,0,Fog,Urban,70,26,12,2,4,20
17,0,Clear,Suburban,29,32,24,3,3,71
18,0,Rain,Suburban,41,52,20,7,2,48
18,1,Clear,Highway,56,27,19,6,6,63
3,0,Clear,Urban,62,11,4,1,1,15
2,1,Clear,Urban,83,8,2,1,1,9
21,0,Clear,Urban,68,26,11,3,4,27
5,0,Clear,Urban,72,4,2,0,2,11
13,0,Clear,Urban,68,27,5,3,2,35
14,0,Rain,Urban,75,16,6,1,4,16
14,0,Clear,Highway,87,23,5,3,4,25
1,1,Clear,Highway,86,2,4,0,1,6
18,0,Clear,Highway,37,34,20,5,4,92
23,0,Clear,Urban,72,12,11,3,3,35
1,1,Clear,Highway,63,4,1,1,2,9
3,0,Clear,Urban,62,5,2,0,2,9
1,0,Clear,Highway,73,6,3,0,1,7
11,0,Clear,Suburban,74,15,13,3,3,26
23,0,Clear,Urban,84,28,9,1,4,24
5,0,Clear,Suburban,71,6,1,1,1,9
13,0,Fog,Urban,60,15,13,2,4,22
6,0,Clear,Urban,61,16,9,4,2,21
7,0,Clear,Urban,36,40,11,5,4,93
22,0,Clear,Urban,73,12,11,1,3,28
5,0,Clear,Urban,87,11,4,1,1,9
13,0,Clear,Highway,68,15,11,2,2,31
19,1,Clear,Urban,70,44,23,4,2,35
5,0,Rain,Suburban,70,11,2,0,2,14
10,1,Fog,Suburban,88,12,7,3,2,11
23,0,Clear,Urban,84,26,8,4,4,20
4,1,Clear,Urban,88,8,2,1,2,5
18,1,Clear,Urban,51,34,14,6,3,59
19,0,Clear,Highway,36,48,15,7,5,84
2,1,Clear,Highway,82,7,1,1,1,8
2,1,Clear,Suburban,84,6,2,1,2,10
23,1,Clear,Suburban,78,16,6,1,4,14
4,1,Clear,Urban,74,5,1,1,1,5
21,1,Clear,Urban,75,14,5,4,4,16
18,0,Rain,Suburban,71,41,19,5,6,40
2,0,Clear,Suburban,67,6,4,0,2,19
10,1,Rain,Suburban,76,20,12,1,3,20
21,1,Clear,Urban,66,17,11,1,3,16
0,0,Rain,Highway,79,9,2,1,1,4
3,0,Clear,Suburban,76,6,4,1,2,15
22,1,Clear,Urban,76,11,14,3,3,18
10,0,Clear,Suburban,68,26,5,4,2,30
14,1,Clear,Highway,89,16,13,3,2,18
18,0,Clear,Suburban,20,32,17,7,3,73
0,0,Clear,Urban,82,11,3,1,1,15
15,1,Clear,Highway,79,13,6,2,4,22
21,0,Clear,Urban,53,12,5,2,2,47
13,0,Clear,Urban,46,18,8,2,3,49
20,0,Rain,Urban,64,17,13,4,4,30
12,0,Clear,Suburban,73,27,9,4,3,35
10,0,Clear,Urban,81,15,14,2,3,40
17,1,Rain,Highway,55,39,20,6,3,55
0,0,Fog,Suburban,83,7,1,1,1,10
13,0,Clear,Urban,66,12,9,1,4,32
2,0,Fog,Urban,65,11,2,1,2,9
14,0,Fog,Urban,76,16,7,3,2,15
6,0,Clear,Suburban,52,22,8,2,4,42
2,0,Clear,Suburban,82,7,1,1,1,8
11,1,Rain,Highway,74,12,13,1,4,12
20,0,Rain,Urban,85,12,13,2,3,18
11,1,Fog,Urban,75,11,10,1,3,15
14,0,Clear,Urban,69,20,5,1,2,31
22,0,Clear,Suburban,55,17,6,1,3,42
11,0,Clear,Suburban,67,24,12,1,2,25
16,0,Rain,Urban,61,25,10,4,3,31
15,0,Clear,Highway,83,19,12,4,4,24
19,0,Clear,Highway,30,59,15,3,6,77
16,0,Clear,Urban,78,21,7,4,2,25
5,1,Clear,Highway,68,4,4,1,2,10
19,0,Rain,Highway,45,37,15,4,5,41
1,0,Clear,Highway,81,11,4,0,2,10
16,0,Clear,Urban,70,21,5,3,2,32
15,1,Clear,Urban,78,15,11,4,4,27
23,1,Clear,Urban,78,19,5,4,3,15
5,0,Rain,Urban,71,3,3,1,2,8
16,0,Clear,Highway,58,24,12,1,4,49
7,0,Clear,Suburban,35,32,19,3,6,97
3,0,Rain,Highway,64,5,1,1,1,14
5,0,Clear,Suburban,74,9,3,1,2,17
23,1,Clear,Urban,62,11,6,2,2,30
17,0,Clear,Highway,33,31,23,7,2,76
1,0,Clear,Urban,65,11,2,1,1,18
18,0,Clear,Highway,24,36,13,4,4,85
8,0,Rain,Urban,55,52,15,3,6,64
9,0,Rain,Suburban,54,48,21,3,6,50
11,0,Clear,Highway,41,23,12,3,3,48
5,1,Clear,Highway,71,5,4,0,2,11
13,1,Clear,Urban,73,22,11,4,3,14
12,1,Clear,Suburban,78,13,10,2,2,18
8,0,Clear,Urban,31,59,10,6,2,73
15,1,Fog,Highway,87,21,6,4,3,16
10,1,Fog,Urban,64,14,12,2,4,18
19,0,Clear,Suburban,29,51,23,5,6,87
12,0,Clear,Urban,68,24,10,3,2,32
1,0,Clear,Highway,74,7,4,1,2,18
9,0,Clear,Urban,21,52,12,7,6,77
10,0,Clear,Suburban,70,24,13,3,3,40
13,1,Clear,Suburban,85,16,13,2,4,30
13,0,Clear,Highway,67,16,6,3,3,30
4,0,Clear,Urban,79,9,3,0,2,15
6,0,Clear,Suburban,58,24,10,4,2,45
5,0,Clear,Highway,75,9,1,0,2,15
21,1,Fog,Highway,85,15,6,1,2,18
23,0,Rain,Suburban,75,28,11,3,4,27
15,0,Clear,Urban,64,21,8,1,4,37
6,0,Rain,Suburban,86,19,7,2,2,32
11,1,Clear,Highway,63,12,13,1,4,15
10,0,Clear,Highway,84,16,5,3,4,28
2,0,Clear,Urban,83,11,2,0,1,12
1,0,Fog,Suburban,87,3,2,1,1,10
8,1,Fog,Suburban,76,42,11,4,5,31
15,0,Fog,Highway,70,23,10,2,2,22
2,0,Rain,Urban,78,7,2,1,2,11
22,1,Clear,Urban,67,18,11,2,3,29
23,0,Rain,Urban,63,21,9,2,4,26
19,0,Fog,Urban,44,36,18,6,2,43
23,0,Clear,Suburban,73,28,10,4,3,37
18,0,Clear,Urban,32,32,18,7,5,75
4,0,Clear,Highway,89,4,4,1,2,10
9,0,Clear,Urban,31,38,16,7,6,91
9,1,Fog,Suburban,67,39,23,3,6,26
8,1,Clear,Highway,49,42,10,4,5,53
4,1,Clear,Suburban,63,7,1,0,2,13
4,0,Clear,Urban,75,10,4,1,2,6
23,0,Rain,Suburban,87,22,12,4,4,19
7,1,Clear,Suburban,59,33,13,4,3,58
9,1,Clear,Urban,47,39,24,4,4,44
18,1,Rain,Suburban,58,39,18,6,6,41
16,0,Clear,Suburban,83,12,6,2,4,24
12,0,Clear,Suburban,47,21,8,3,3,49
11,0,Clear,Suburban,84,22,9,1,4,28
0,0,Clear,Urban,71,5,1,1,2,13
14,0,Clear,Urban,60,17,12,3,4,28
8,0,Rain,Urban,25,53,11,3,2,76
13,0,Clear,Urban,63,15,12,4,4,21
8,0,Clear,Highway,58,30,16,3,6,59
6,0,Clear,Suburban,65,26,14,2,4,36
5,0,Clear,Urban,72,9,1,1,1,17
3,1,Clear,Suburban,83,8,1,0,1,11
21,0,Rain,Suburban,81,24,6,2,2,33
13,0,Clear,Urban,71,20,13,1,2,34
11,0,Clear,Urban,75,22,5,2,3,28
13,0,Rain,Suburban,83,24,10,3,3,24
0,1,Fog,Suburban,76,4,1,0,1,5
6,0,Clear,Suburban,51,25,8,4,2,45
7,0,Clear,Highway,28,46,13,7,3,86
16,0,Clear,Highway,86,24,9,3,3,20
20,1,Clear,Suburban,85,9,14,1,3,20
23,0,Clear,Urban,72,18,7,1,2,21
12,0,Clear,Suburban,78,16,10,4,3,31
2,0,Clear,Urban,66,11,4,1,2,10
9,1,Clear,Urban,40,29,24,4,6,66
19,0,Clear,Urban,38,43,11,7,3,88
5,0,Clear,Suburban,73,11,1,1,1,14
8,1,Clear,Urban,82,29,18,6,3,39
5,0,Fog,Suburban,89,10,3,1,1,3
14,0,Clear,Suburban,56,22,13,4,2,43
14,1,Clear,Urban,74,20,13,1,4,32
4,0,Clear,Suburban,67,9,1,1,2,15
23,0,Clear,Urban,83,21,5,1,2,23
20,0,Clear,Urban,69,27,7,4,3,37
10,0,Clear,Urban,52,22,8,4,2,44
17,0,Clear,Highway,28,34,18,6,4,81
2,0,Clear,Suburban,82,6,1,1,2,7
8,0,Rain,Urban,50,45,21,4,6,46
11,0,Rain,Suburban,67,19,12,2,2,29
16,0,Clear,Urban,48,18,10,2,3,49
17,0,Clear,Highway,35,47,16,7,4,90
22,0,Clear,Urban,83,28,6,2,3,37
3,0,Clear,Urban,81,6,3,0,1,15
8,0,Clear,Suburban,43,52,17,3,5,60
23,0,Clear,Suburban,76,24,10,3,4,30
1,1,Clear,Highway,89,2,4,0,2,4
14,0,Clear,Urban,65,23,7,2,3,27
3,0,Clear,Urban,70,11,3,1,1,8
20,0,Clear,Highway,47,17,14,3,4,42
23,0,Clear,Urban,82,13,10,4,3,32
11,1,Clear,Urban,67,23,11,4,3,27
15,0,Rain,Urban,72,29,6,2,3,20
15,0,Clear,Suburban,48,20,14,3,4,46
2,1,Clear,Suburban,88,4,2,0,1,11
5,0,Clear,Suburban,80,4,3,0,2,14
12,0,Clear,Suburban,42,14,13,1,4,46
6,1,Fog,Highway,69,22,11,2,3,10
23,0,Clear,Suburban,52,28,13,1,2,45
12,1,Clear,Urban,62,12,8,3,2,22
4,0,Clear,Highway,61,4,2,0,2,13
10,0,Clear,Highway,56,20,13,2,2,49
1,1,Clear,Urban,65,4,1,1,2,4
2,0,Clear,Highway,69,7,4,0,2,6
0,0,Clear,Highway,86,7,4,1,1,5
0,0,Clear,Highway,73,9,2,0,2,11
22,0,Rain,Highway,84,25,8,3,3,18
20,0,Clear,Suburban,87,29,7,4,4,30
13,0,Clear,Urban,48,20,13,3,4,41
22,0,Clear,Highway,41,13,12,2,4,48
8,1,Clear,Highway,50,45,14,3,5,65
18,0,Rain,Urban,46,51,12,3,3,64
11,0,Clear,Urban,65,12,12,2,2,28
14,0,Clear,Urban,73,29,14,2,2,30
18,0,Clear,Urban,55,35,12,6,2,55
23,1,Clear,Highway,82,12,6,3,4,30
3,0,Fog,Suburban,66,5,3,0,1,6
1,0,Clear,Suburban,71,5,1,1,1,17
22,0,Clear,Suburban,60,12,13,2,3,31
20,0,Rain,Highway,88,12,11,3,3,23
2,0,Rain,Suburban,69,5,4,0,2,11
21,0,Clear,Urban,81,25,8,1,4,31
19,1,Clear,Suburban,40,34,23,7,3,42
6,0,Clear,Urban,45,29,13,4,3,42
23,0,Fog,Suburban,88,12,12,1,3,18
5,1,Clear,Suburban,82,3,1,1,1,10
19,0,Fog,Urban,87,46,13,7,6,40
8,1,Rain,Highway,44,24,13,5,4,44
19,0,Clear,Urban,37,43,24,3,5,88
19,0,Clear,Highway,55,57,10,6,2,55
12,0,Clear,Urban,78,23,12,3,2,33
19,1,Clear,Suburban,42,36,23,7,2,56
4,0,Rain,Suburban,70,8,4,1,2,4
18,0,Clear,Urban,36,50,12,3,4,98
10,0,Clear,Urban,64,15,8,3,2,27
13,0,Clear,Highway,64,26,8,2,3,35
2,0,Clear,Highway,76,6,3,1,2,13
15,1,Clear,Urban,73,20,14,2,4,22
11,0,Rain,Urban,61,21,5,3,3,22
9,0,Clear,Highway,42,55,23,5,5,53
14,0,Rain,Urban,88,15,12,3,3,16
20,0,Clear,Highway,85,26,14,3,3,36
7,1,Clear,Suburban,59,38,21,7,6,44
21,0,Rain,Highway,75,15,13,2,4,32
10,0,Rain,Suburban,62,28,14,4,4,17
9,0,Clear,Suburban,24,37,22,6,2,87
19,1,Rain,Suburban,86,33,16,4,6,40
0,0,Clear,Urban,74,11,2,0,1,14
3,0,Rain,Urban,79,10,1,0,2,5
22,1,Rain,Suburban,66,21,13,4,2,11
13,1,Clear,Highway,60,19,5,3,4,25
18,0,Clear,Suburban,42,55,20,7,6,60
21,0,Clear,Highway,66,21,10,4,4,22
9,1,Clear,Highway,71,27,22,3,6,39
18,0,Clear,Highway,50,56,23,5,4,66
8,0,Clear,Urban,44,51,12,5,3,54
20,1,Rain,Highway,86,9,13,4,3,20
11,1,Rain,Urban,62,9,6,1,4,24
13,0,Clear,Highway,75,17,10,4,2,23
8,0,Clear,Urban,30,32,17,5,2,71
3,1,Clear,Highway,62,6,2,1,1,4
22,0,Clear,Highway,87,29,10,3,2,33
3,0,Clear,Urban,66,10,4,1,2,16
12,0,Clear,Urban,55,15,14,3,2,42
10,0,Clear,Urban,88,24,9,3,2,40
22,0,Rain,Urban,63,24,6,4,3,38
13,1,Rain,Suburban,70,20,11,1,4,24
11,0,Fog,Suburban,73,26,8,4,4,18
19,0,Clear,Suburban,24,56,17,6,3,78
21,0,Clear,Urban,82,27,11,1,3,21
11,1,Rain,Highway,60,13,8,1,3,17
4,0,Clear,Urban,71,10,1,1,1,9
19,0,Clear,Suburban,59,54,23,7,2,54
10,0,Rain,Urban,85,20,7,3,4,24
20,0,Rain,Urban,62,26,11,1,2,23
20,0,Clear,Urban,83,12,13,4,4,21
7,0,Clear,Suburban,38,42,21,4,3,71
18,0,Clear,Urban,30,30,20,4,3,83
13,0,Clear,Highway,56,24,13,2,2,46
21,0,Clear,Suburban,76,22,6,2,4,21
19,1,Clear,Suburban,58,42,24,5,6,56
5,1,Rain,Suburban,86,4,3,0,2,5
19,0,Fog,Urban,72,38,23,3,2,33
4,1,Clear,Urban,60,4,2,1,2,4
13,1,Fog,Highway,86,9,9,4,2,12
21,1,Clear,Urban,81,11,6,3,3,29
19,0,Clear,Urban,36,32,16,5,2,89
2,0,Clear,Suburban,64,4,1,0,1,12
14,0,Clear,Highway,75,17,14,4,4,25
7,0,Clear,Urban,36,37,13,5,4,73
1,1,Clear,Urban,76,8,3,0,1,3
7,0,Clear,Suburban,36,46,16,6,2,93
21,0,Clear,Highway,67,22,11,1,4,34
21,1,Clear,Urban,63,20,9,3,3,34
17,0,Clear,Suburban,30,54,20,6,5,86
16,1,Rain,Suburban,81,21,9,3,2,24
12,0,Rain,Urban,89,17,13,3,2,23
10,0,Clear,Suburban,72,29,14,1,3,39
12,0,Clear,Suburban,59,18,11,1,2,48
0,0,Clear,Highway,62,9,3,0,2,5
21,0,Clear,Highway,86,21,11,1,3,31
3,0,Clear,Highway,76,8,3,0,2,18
13,0,Rain,Highway,70,24,5,2,4,20
14,0,Clear,Highway,59,12,14,3,4,42
23,1,Fog,Urban,60,10,7,4,2,10
2,1,Clear,Highway,72,4,4,1,1,3
5,0,Clear,Suburban,67,9,2,1,2,5
0,0,Clear,Suburban,68,11,3,1,2,14
21,0,Clear,Suburban,44,15,9,1,3,45
6,0,Clear,Highway,83,20,6,2,4,36
19,0,Clear,Suburban,33,52,16,5,2,75
13,0,Clear,Highway,82,27,10,2,4,31
6,0,Clear,Highway,77,20,6,4,2,24
21,0,Clear,Highway,62,27,12,2,4,31
2,0,Fog,Highway,61,4,1,1,1,6
19,1,Fog,Highway,70,36,14,7,6,31
22,0,Fog,Urban,62,28,5,2,4,18
13,0,Clear,Suburban,75,18,9,4,4,36
17,0,Clear,Highway,20,54,19,7,5,99
12,0,Clear,Highway,62,20,8,3,2,22
0,0,Fog,Highway,86,10,1,0,1,7
20,1,Clear,Highway,73,18,10,4,4,26
10,0,Rain,Suburban,71,22,7,4,2,22
4,0,Clear,Highway,86,11,1,1,2,6
5,0,Clear,Suburban,65,9,2,1,2,9
4,0,Clear,Highway,70,6,2,1,1,5
13,1,Clear,Urban,63,16,7,3,2,24
8,0,Fog,Urban,86,44,16,3,4,40
9,1,Rain,Urban,84,38,13,4,4,36
6,1,Rain,Highway,65,18,13,4,3,18
22,0,Rain,Suburban,62,24,10,4,2,35
0,0,Rain,Highway,79,4,3,1,2,15
14,0,Clear,Suburban,54,28,14,1,2,45
3,0,Rain,Suburban,83,3,4,0,2,12
16,0,Fog,Highway,63,12,9,1,2,27
9,0,Rain,Highway,35,51,22,6,5,75
19,0,Clear,Urban,22,55,17,3,3,91
12,0,Clear,Highway,71,17,8,3,2,20
14,0,Clear,Highway,79,13,10,4,4,22
4,1,Clear,Urban,68,4,3,0,1,12
12,0,Clear,Suburban,57,18,8,1,3,44
11,0,Clear,Suburban,40,13,10,2,2,49
22,0,Clear,Urban,65,13,11,1,2,22
17,0,Rain,Suburban,57,40,22,3,2,52
0,0,Clear,Highway,71,4,2,0,1,19
15,1,Clear,Urban,80,12,8,3,4,23
21,1,Clear,Suburban,61,14,12,4,3,17
2,1,Clear,Highway,82,7,1,1,2,9
4,1,Rain,Urban,80,5,3,0,1,10
4,1,Clear,Urban,84,6,2,1,1,7
22,1,Rain,Suburban,71,20,5,3,4,24
20,0,Rain,Urban,65,29,6,4,3,24
4,0,Clear,Highway,63,3,2,1,1,18
1,0,Clear,Suburban,75,10,4,0,2,12
6,0,Clear,Urban,88,25,5,3,4,38
12,1,Rain,Suburban,83,20,5,1,2,12
17,0,Clear,Suburban,43,48,12,5,6,55
6,0,Clear,Highway,82,13,11,3,2,26
8,0,Rain,Suburban,56,39,23,3,2,50
23,0,Clear,Suburban,46,28,14,2,3,43
17,0,Clear,Urban,33,57,18,6,6,99
1,1,Clear,Highway,77,4,3,0,1,9
22,1,Clear,Urban,79,19,7,4,2,22
20,0,Rain,Urban,61,25,5,4,2,21
17,0,Rain,Suburban,53,59,10,6,3,48
0,0,Clear,Urban,82,7,1,0,1,5
8,0,Clear,Urban,27,43,24,3,3,78
5,0,Clear,Suburban,72,10,1,1,1,12
12,0,Rain,Highway,86,19,8,4,3,25
14,0,Clear,Highway,48,22,5,1,4,45
4,1,Clear,Urban,87,5,2,0,1,10
18,0,Rain,Highway,51,47,22,6,6,70
2,1,Fog,Urban,77,5,1,1,2,6
21,0,Clear,Highway,79,20,6,1,2,31
23,0,Rain,Highway,65,13,5,2,4,25
17,0,Clear,Highway,39,36,14,7,6,99
2,1,Clear,Suburban,63,4,4,0,2,4
3,0,Clear,Highway,83,11,1,1,1,10
1,1,Rain,Urban,75,3,4,1,2,4
22,0,Clear,Urban,45,25,12,2,4,42
7,0,Clear,Highway,20,57,11,6,2,92
2,1,Rain,Highway,69,6,2,0,1,10
11,0,Rain,Suburban,61,17,13,2,4,20
4,0,Clear,Urban,66,4,3,0,2,16
9,0,Rain,Suburban,77,39,11,5,6,40
17,0,Rain,Urban,27,32,13,5,4,75
22,0,Fog,Highway,66,21,9,4,2,16
0,0,Clear,Highway,76,3,3,0,1,9
19,1,Clear,Urban,49,35,15,5,3,67
2,0,Clear,Suburban,85,6,4,0,1,11
18,0,Rain,Urban,55,31,10,5,4,51
4,0,Rain,Highway,86,6,2,0,1,13
8,0,Clear,Urban,30,56,13,4,3,73
18,0,Clear,Highway,47,39,22,3,3,61
8,0,Rain,Urban,52,53,17,6,4,49
21,0,Clear,Highway,71,21,6,4,2,26
4,0,Rain,Urban,86,9,4,0,1,12
8,0,Clear,Urban,29,35,16,5,3,94
13,0,Clear,Suburban,69,15,6,1,4,33
19,0,Clear,Suburban,42,34,20,7,5,59
